id,original_timestamp,post_edit_timestamp,delta
180446,25 4 2022,25 4 2022,0
180447,25 4 2022,26 4 2022,1
180448,25 4 2022,27 4 2022,2
180449,25 4 2022,26 4 2022,1
180450,25 4 2022,26 4 2022,1
180455,25 4 2022,27 4 2022,2
180492,25 4 2022,10 5 2022,15
180502,25 4 2022,26 4 2022,1
180503,25 4 2022,26 4 2022,1
180505,25 4 2022,25 4 2022,0
180507,25 4 2022,26 4 2022,1
180509,25 4 2022,27 4 2022,2
180557,25 4 2022,26 4 2022,1
180604,25 4 2022,26 4 2022,1
180608,25 4 2022,26 4 2022,1
180609,25 4 2022,25 4 2022,0
180617,25 4 2022,26 4 2022,1
180638,25 4 2022,25 4 2022,0
180640,25 4 2022,28 4 2022,3
180643,25 4 2022,26 4 2022,1
180646,25 4 2022,26 4 2022,1
180649,25 4 2022,27 4 2022,2
180749,25 4 2022,26 4 2022,1
180751,25 4 2022,26 4 2022,1
180753,25 4 2022,26 4 2022,1
180755,25 4 2022,25 4 2022,0
180786,25 4 2022,26 4 2022,1
180790,25 4 2022,26 4 2022,1
180848,25 4 2022,26 4 2022,1
180851,25 4 2022,26 4 2022,1
180852,25 4 2022,25 4 2022,0
180900,25 4 2022,26 4 2022,1
180905,25 4 2022,26 4 2022,1
180931,26 4 2022,26 4 2022,0
180957,26 4 2022,26 4 2022,0
180958,26 4 2022,26 4 2022,0
181017,26 4 2022,26 4 2022,0
181076,26 4 2022,26 4 2022,0
181077,26 4 2022,26 4 2022,0
181079,26 4 2022,26 4 2022,0
181130,26 4 2022,27 4 2022,1
181135,26 4 2022,26 4 2022,0
181136,26 4 2022,26 4 2022,0
181137,26 4 2022,26 4 2022,0
181184,26 4 2022,26 4 2022,0
181186,26 4 2022,26 4 2022,0
181187,26 4 2022,26 4 2022,0
181219,26 4 2022,26 4 2022,0
181220,26 4 2022,26 4 2022,0
181221,26 4 2022,26 4 2022,0
181224,26 4 2022,26 4 2022,0
181225,26 4 2022,26 4 2022,0
181228,26 4 2022,27 6 2022,62
181230,26 4 2022,26 4 2022,0
181231,26 4 2022,26 4 2022,0
181232,26 4 2022,26 4 2022,0
181234,26 4 2022,26 4 2022,0
181236,26 4 2022,26 4 2022,0
181239,26 4 2022,26 4 2022,0
181307,26 4 2022,26 4 2022,0
181364,26 4 2022,26 4 2022,0
181366,26 4 2022,26 4 2022,0
181371,26 4 2022,26 4 2022,0
181373,26 4 2022,26 4 2022,0
181374,26 4 2022,26 4 2022,0
181375,26 4 2022,26 4 2022,0
181376,26 4 2022,26 4 2022,0
181377,26 4 2022,26 4 2022,0
181411,26 4 2022,4 5 2022,8
181414,26 4 2022,26 4 2022,0
181415,25 4 2022,26 4 2022,1
181419,26 4 2022,26 4 2022,0
181484,26 4 2022,26 4 2022,0
181485,26 4 2022,27 4 2022,1
181489,26 4 2022,26 4 2022,0
181490,26 4 2022,3 5 2022,7
181510,26 4 2022,26 4 2022,0
181515,26 4 2022,28 4 2022,2
181575,26 4 2022,26 4 2022,0
181580,26 4 2022,26 4 2022,0
181581,26 4 2022,26 4 2022,0
181635,26 4 2022,26 4 2022,0
181636,26 4 2022,26 4 2022,0
181637,26 4 2022,26 4 2022,0
181645,26 4 2022,27 4 2022,1
181646,26 4 2022,26 4 2022,0
181647,26 4 2022,26 4 2022,0
181649,26 4 2022,26 4 2022,0
181650,26 4 2022,26 4 2022,0
181651,26 4 2022,26 4 2022,0
181652,26 4 2022,26 4 2022,0
181655,26 4 2022,26 4 2022,0
181656,26 4 2022,26 4 2022,0
181659,26 4 2022,26 4 2022,0
181728,26 4 2022,26 4 2022,0
181731,26 4 2022,26 4 2022,0
181732,26 4 2022,27 4 2022,1
181736,26 4 2022,27 4 2022,1
181739,26 4 2022,26 4 2022,0
181740,26 4 2022,26 4 2022,0
181741,26 4 2022,26 4 2022,0
181744,26 4 2022,28 4 2022,2
181745,26 4 2022,26 4 2022,0
181810,26 4 2022,26 4 2022,0
181819,26 4 2022,26 4 2022,0
181821,26 4 2022,26 4 2022,0
181975,26 4 2022,27 4 2022,1
181976,26 4 2022,28 4 2022,2
181980,26 4 2022,26 4 2022,0
181989,26 4 2022,26 4 2022,0
181991,26 4 2022,26 4 2022,0
181992,26 4 2022,27 4 2022,1
181993,26 4 2022,26 4 2022,0
182071,26 4 2022,27 4 2022,1
182172,26 4 2022,27 4 2022,1
182173,26 4 2022,26 4 2022,0
182174,26 4 2022,27 4 2022,1
182175,26 4 2022,26 4 2022,0
182176,26 4 2022,27 4 2022,1
182178,26 4 2022,26 4 2022,0
182179,26 4 2022,26 4 2022,0
182271,26 4 2022,26 4 2022,0
182272,26 4 2022,27 4 2022,1
182273,26 4 2022,27 4 2022,1
182338,26 4 2022,26 4 2022,0
182342,26 4 2022,26 4 2022,0
182345,26 4 2022,26 4 2022,0
182350,26 4 2022,28 4 2022,2
182354,26 4 2022,26 4 2022,0
182420,26 4 2022,26 4 2022,0
182433,26 4 2022,27 4 2022,1
182434,26 4 2022,27 4 2022,1
182503,26 4 2022,27 4 2022,1
182504,26 4 2022,26 4 2022,0
182506,26 4 2022,30 9 2022,157
182513,26 4 2022,26 4 2022,0
182515,26 4 2022,26 4 2022,0
182516,26 4 2022,27 4 2022,1
182588,26 4 2022,27 4 2022,1
182589,26 4 2022,26 4 2022,0
182591,26 4 2022,26 4 2022,0
182595,26 4 2022,27 4 2022,1
182617,26 4 2022,27 4 2022,1
182702,26 4 2022,26 4 2022,0
182703,26 4 2022,26 4 2022,0
182713,26 4 2022,27 4 2022,1
182771,26 4 2022,26 4 2022,0
182853,26 4 2022,29 4 2022,3
182854,26 4 2022,27 4 2022,1
182880,26 4 2022,26 4 2022,0
182908,26 4 2022,26 4 2022,0
182913,26 4 2022,26 4 2022,0
182914,26 4 2022,26 4 2022,0
183062,26 4 2022,27 4 2022,1
183131,26 4 2022,26 4 2022,0
183142,26 4 2022,26 4 2022,0
183221,26 4 2022,27 4 2022,1
183292,26 4 2022,27 4 2022,1
183293,26 4 2022,28 4 2022,2
183294,26 4 2022,27 4 2022,1
183295,26 4 2022,27 4 2022,1
183297,26 4 2022,27 4 2022,1
183299,26 4 2022,27 4 2022,1
183319,26 4 2022,27 4 2022,1
183322,26 4 2022,26 4 2022,0
183323,26 4 2022,27 4 2022,1
183390,26 4 2022,26 4 2022,0
183395,26 4 2022,26 4 2022,0
183458,26 4 2022,27 4 2022,1
183459,26 4 2022,27 4 2022,1
183460,26 4 2022,27 4 2022,1
183463,26 4 2022,27 4 2022,1
183464,26 4 2022,27 4 2022,1
183465,26 4 2022,26 4 2022,0
183468,26 4 2022,27 4 2022,1
183536,26 4 2022,30 4 2022,4
183602,26 4 2022,28 4 2022,2
183609,26 4 2022,27 4 2022,1
183611,26 4 2022,27 4 2022,1
183614,26 4 2022,8 6 2022,43
183665,26 4 2022,26 4 2022,0
183701,26 4 2022,26 4 2022,0
183705,26 4 2022,27 4 2022,1
183707,26 4 2022,27 4 2022,1
183708,26 4 2022,27 4 2022,1
183713,26 4 2022,27 4 2022,1
183754,26 4 2022,27 4 2022,1
183760,26 4 2022,27 4 2022,1
183789,26 4 2022,27 4 2022,1
183793,26 4 2022,27 4 2022,1
183867,26 4 2022,27 4 2022,1
183883,26 4 2022,27 4 2022,1
183909,26 4 2022,27 4 2022,1
183921,26 4 2022,27 4 2022,1
183966,27 4 2022,27 4 2022,0
183967,27 4 2022,27 4 2022,0
183969,27 4 2022,27 4 2022,0
183998,27 4 2022,27 4 2022,0
184067,27 4 2022,27 4 2022,0
184070,27 4 2022,27 4 2022,0
184072,27 4 2022,28 4 2022,1
184078,27 4 2022,27 4 2022,0
184089,27 4 2022,27 4 2022,0
184166,27 4 2022,27 4 2022,0
184168,27 4 2022,27 4 2022,0
184171,27 4 2022,27 4 2022,0
184172,27 4 2022,27 4 2022,0
184174,27 4 2022,27 4 2022,0
184175,27 4 2022,27 4 2022,0
184176,27 4 2022,27 4 2022,0
184177,27 4 2022,27 4 2022,0
184178,27 4 2022,28 4 2022,1
184179,27 4 2022,28 4 2022,1
184254,27 4 2022,27 4 2022,0
184255,27 4 2022,27 4 2022,0
184256,27 4 2022,27 4 2022,0
184261,27 4 2022,2 5 2022,5
184262,27 4 2022,27 4 2022,0
184263,27 4 2022,27 4 2022,0
184329,27 4 2022,27 4 2022,0
184336,27 4 2022,27 4 2022,0
184337,27 4 2022,27 4 2022,0
184338,27 4 2022,27 4 2022,0
184339,27 4 2022,27 4 2022,0
184340,27 4 2022,28 4 2022,1
184341,27 4 2022,27 4 2022,0
184377,27 4 2022,27 4 2022,0
184378,27 4 2022,27 4 2022,0
184379,27 4 2022,27 4 2022,0
184380,27 4 2022,27 4 2022,0
184386,27 4 2022,27 4 2022,0
184437,27 4 2022,27 4 2022,0
184440,27 4 2022,29 4 2022,2
184496,27 4 2022,27 4 2022,0
184500,27 4 2022,27 4 2022,0
184501,27 4 2022,27 4 2022,0
184502,27 4 2022,27 4 2022,0
184506,27 4 2022,28 4 2022,1
184509,27 4 2022,27 4 2022,0
184575,27 4 2022,27 4 2022,0
184585,27 4 2022,27 4 2022,0
184588,27 4 2022,27 4 2022,0
184589,27 4 2022,27 4 2022,0
184593,27 4 2022,27 4 2022,0
184594,27 4 2022,27 4 2022,0
184656,27 4 2022,27 4 2022,0
184659,27 4 2022,27 4 2022,0
184661,27 4 2022,27 4 2022,0
184662,27 4 2022,27 4 2022,0
184663,27 4 2022,28 4 2022,1
184666,27 4 2022,27 4 2022,0
184667,27 4 2022,28 4 2022,1
184668,27 4 2022,28 4 2022,1
184669,27 4 2022,27 4 2022,0
184723,27 4 2022,27 4 2022,0
184725,27 4 2022,27 4 2022,0
184726,27 4 2022,27 4 2022,0
184778,27 4 2022,27 4 2022,0
184780,27 4 2022,27 4 2022,0
184883,27 4 2022,28 4 2022,1
184887,27 4 2022,27 4 2022,0
184892,27 4 2022,28 4 2022,1
184975,27 4 2022,28 4 2022,1
184976,27 4 2022,28 4 2022,1
185041,27 4 2022,27 4 2022,0
185043,27 4 2022,27 4 2022,0
185049,27 4 2022,27 4 2022,0
185050,27 4 2022,27 4 2022,0
185054,27 4 2022,4 5 2022,7
185138,27 4 2022,27 4 2022,0
185142,27 4 2022,28 4 2022,1
185143,27 4 2022,27 4 2022,0
185144,27 4 2022,29 4 2022,2
185145,27 4 2022,27 4 2022,0
185147,27 4 2022,27 4 2022,0
185210,27 4 2022,27 4 2022,0
185235,27 4 2022,27 4 2022,0
185304,27 4 2022,28 4 2022,1
185305,27 4 2022,27 4 2022,0
185306,27 4 2022,27 4 2022,0
185308,27 4 2022,29 4 2022,2
185310,27 4 2022,27 4 2022,0
185312,27 4 2022,27 4 2022,0
185388,27 4 2022,27 4 2022,0
185396,27 4 2022,27 4 2022,0
185397,27 4 2022,27 4 2022,0
185399,27 4 2022,29 4 2022,2
185482,27 4 2022,27 4 2022,0
185489,27 4 2022,28 4 2022,1
185494,27 4 2022,28 4 2022,1
185496,27 4 2022,27 4 2022,0
185497,27 4 2022,27 4 2022,0
185498,27 4 2022,27 4 2022,0
185502,27 4 2022,27 4 2022,0
185573,27 4 2022,27 4 2022,0
185654,27 4 2022,29 4 2022,2
185658,27 4 2022,27 4 2022,0
185727,27 4 2022,29 4 2022,2
185728,27 4 2022,28 4 2022,1
185918,27 4 2022,27 4 2022,0
185919,27 4 2022,27 4 2022,0
185923,27 4 2022,28 4 2022,1
185981,27 4 2022,27 4 2022,0
185983,27 4 2022,28 4 2022,1
186054,27 4 2022,28 4 2022,1
186055,27 4 2022,27 4 2022,0
186058,27 4 2022,29 4 2022,2
186111,27 4 2022,28 4 2022,1
186116,27 4 2022,27 4 2022,0
186117,27 4 2022,29 4 2022,2
186208,27 4 2022,11 10 2022,167
186209,27 4 2022,28 4 2022,1
186213,27 4 2022,28 4 2022,1
186214,27 4 2022,27 4 2022,0
186255,27 4 2022,29 4 2022,2
186324,27 4 2022,27 4 2022,0
186447,27 4 2022,28 4 2022,1
186448,27 4 2022,20 7 2022,84
186454,27 4 2022,28 4 2022,1
186528,27 4 2022,11 5 2022,14
186529,27 4 2022,28 4 2022,1
186535,27 4 2022,28 4 2022,1
186537,27 4 2022,28 4 2022,1
186541,27 4 2022,28 4 2022,1
186592,27 4 2022,27 4 2022,0
186595,27 4 2022,6 7 2022,70
186605,27 4 2022,27 4 2022,0
186613,27 4 2022,28 4 2022,1
186719,27 4 2022,26 5 2022,29
186757,27 4 2022,28 4 2022,1
186771,27 4 2022,28 4 2022,1
186800,27 4 2022,28 4 2022,1
186803,27 4 2022,28 4 2022,1
186865,27 4 2022,28 4 2022,1
186867,27 4 2022,28 4 2022,1
186871,27 4 2022,27 4 2022,0
186898,27 4 2022,27 4 2022,0
187005,27 4 2022,28 4 2022,1
187018,28 4 2022,28 4 2022,0
187024,28 4 2022,28 4 2022,0
187084,28 4 2022,2 5 2022,4
187085,28 4 2022,28 4 2022,0
187090,28 4 2022,28 4 2022,0
187128,28 4 2022,28 4 2022,0
187139,28 4 2022,28 4 2022,0
187185,28 4 2022,28 4 2022,0
187239,28 4 2022,10 5 2022,12
187245,28 4 2022,28 4 2022,0
187249,27 4 2022,28 4 2022,1
187263,28 4 2022,29 4 2022,1
187305,28 4 2022,28 4 2022,0
187307,28 4 2022,28 4 2022,0
187310,28 4 2022,28 4 2022,0
187370,28 4 2022,28 4 2022,0
187371,28 4 2022,29 4 2022,1
187374,28 4 2022,28 4 2022,0
187378,28 4 2022,29 4 2022,1
187379,28 4 2022,28 4 2022,0
187439,28 4 2022,28 4 2022,0
187444,27 4 2022,3 5 2022,6
187473,28 4 2022,28 4 2022,0
187474,28 4 2022,28 4 2022,0
187475,28 4 2022,28 4 2022,0
187476,28 4 2022,28 4 2022,0
187478,28 4 2022,28 4 2022,0
187479,28 4 2022,28 4 2022,0
187536,28 4 2022,17 5 2022,19
187554,28 4 2022,28 4 2022,0
187555,28 4 2022,28 4 2022,0
187611,28 4 2022,28 4 2022,0
187612,28 4 2022,28 4 2022,0
187613,28 4 2022,28 4 2022,0
187614,28 4 2022,28 4 2022,0
187615,28 4 2022,28 4 2022,0
187616,28 4 2022,28 4 2022,0
187619,28 4 2022,28 4 2022,0
187621,28 4 2022,7 5 2022,9
187622,28 4 2022,28 4 2022,0
187623,27 4 2022,17 5 2022,20
187677,28 4 2022,28 4 2022,0
187679,28 4 2022,28 4 2022,0
187680,28 4 2022,28 4 2022,0
187681,28 4 2022,28 4 2022,0
187682,28 4 2022,28 4 2022,0
187750,28 4 2022,28 4 2022,0
187754,28 4 2022,28 4 2022,0
187755,28 4 2022,28 4 2022,0
187756,28 4 2022,28 4 2022,0
187759,28 4 2022,28 4 2022,0
187760,28 4 2022,28 4 2022,0
187763,28 4 2022,28 4 2022,0
187845,28 4 2022,28 4 2022,0
187847,28 4 2022,28 4 2022,0
187850,28 4 2022,29 4 2022,1
187853,28 4 2022,28 4 2022,0
187922,28 4 2022,28 4 2022,0
187975,28 4 2022,29 4 2022,1
187976,28 4 2022,29 4 2022,1
187978,28 4 2022,28 4 2022,0
188063,28 4 2022,28 4 2022,0
188065,28 4 2022,28 4 2022,0
188066,28 4 2022,28 4 2022,0
188069,28 4 2022,28 4 2022,0
188074,28 4 2022,28 4 2022,0
188075,28 4 2022,29 4 2022,1
188076,28 4 2022,29 4 2022,1
188168,28 4 2022,28 4 2022,0
188235,28 4 2022,28 4 2022,0
188240,28 4 2022,10 5 2022,12
188315,28 4 2022,28 4 2022,0
188317,28 4 2022,29 4 2022,1
188318,28 4 2022,28 4 2022,0
188333,28 4 2022,28 4 2022,0
188409,28 4 2022,28 4 2022,0
188425,28 4 2022,28 4 2022,0
188497,28 4 2022,28 4 2022,0
188501,28 4 2022,28 4 2022,0
188505,28 4 2022,28 4 2022,0
188518,28 4 2022,28 4 2022,0
188519,28 4 2022,29 4 2022,1
188579,28 4 2022,28 4 2022,0
188589,28 4 2022,28 4 2022,0
188590,28 4 2022,28 4 2022,0
188592,28 4 2022,28 4 2022,0
188670,28 4 2022,13 5 2022,15
188673,28 4 2022,28 4 2022,0
188757,28 4 2022,28 4 2022,0
188771,28 4 2022,28 4 2022,0
188772,28 4 2022,28 4 2022,0
188775,28 4 2022,28 4 2022,0
188779,28 4 2022,29 4 2022,1
188782,28 4 2022,28 4 2022,0
188783,28 4 2022,29 4 2022,1
188873,28 4 2022,29 4 2022,1
188933,28 4 2022,28 4 2022,0
188935,28 4 2022,28 4 2022,0
189104,28 4 2022,29 4 2022,1
189111,28 4 2022,29 4 2022,1
189112,28 4 2022,1 5 2022,3
189192,28 4 2022,28 4 2022,0
189194,28 4 2022,29 4 2022,1
189195,28 4 2022,29 4 2022,1
189198,28 4 2022,29 4 2022,1
189411,28 4 2022,28 4 2022,0
189421,28 4 2022,2 5 2022,4
189423,28 4 2022,28 4 2022,0
189494,28 4 2022,28 4 2022,0
189496,28 4 2022,2 5 2022,4
189498,28 4 2022,28 4 2022,0
189503,28 4 2022,29 4 2022,1
189578,28 4 2022,29 4 2022,1
189657,28 4 2022,28 4 2022,0
189658,28 4 2022,29 4 2022,1
189660,28 4 2022,29 4 2022,1
189661,28 4 2022,29 4 2022,1
189717,28 4 2022,29 4 2022,1
189718,28 4 2022,23 5 2022,25
189732,28 4 2022,29 4 2022,1
189735,28 4 2022,30 4 2022,2
189772,28 4 2022,29 4 2022,1
189821,28 4 2022,1 5 2022,3
189822,28 4 2022,28 4 2022,0
189890,28 4 2022,29 4 2022,1
189952,28 4 2022,29 4 2022,1
189953,28 4 2022,1 6 2022,34
189955,28 4 2022,29 4 2022,1
189962,28 4 2022,29 4 2022,1
189992,28 4 2022,29 4 2022,1
190011,28 4 2022,29 4 2022,1
190018,28 4 2022,29 4 2022,1
190045,28 4 2022,29 4 2022,1
190085,29 4 2022,29 4 2022,0
190122,29 4 2022,19 7 2022,81
190144,29 4 2022,29 4 2022,0
190161,29 4 2022,1 5 2022,2
190203,29 4 2022,29 4 2022,0
190207,29 4 2022,29 4 2022,0
190209,29 4 2022,29 4 2022,0
190210,29 4 2022,29 4 2022,0
190211,28 4 2022,29 4 2022,1
190291,29 4 2022,29 4 2022,0
190308,29 4 2022,29 4 2022,0
190350,29 4 2022,29 4 2022,0
190351,29 4 2022,2 5 2022,3
190353,29 4 2022,29 4 2022,0
190354,29 4 2022,29 4 2022,0
190388,29 4 2022,29 4 2022,0
190392,29 4 2022,29 4 2022,0
190394,29 4 2022,29 4 2022,0
190428,29 4 2022,29 4 2022,0
190431,29 4 2022,29 4 2022,0
190432,29 4 2022,29 4 2022,0
190462,29 4 2022,29 4 2022,0
190463,29 4 2022,29 4 2022,0
190477,29 4 2022,29 4 2022,0
190478,29 4 2022,2 5 2022,3
190538,29 4 2022,29 4 2022,0
190539,29 4 2022,29 4 2022,0
190540,29 4 2022,29 4 2022,0
190546,29 4 2022,29 4 2022,0
190547,29 4 2022,29 4 2022,0
190548,29 4 2022,29 4 2022,0
190549,29 4 2022,29 4 2022,0
190553,29 4 2022,29 4 2022,0
190554,29 4 2022,30 4 2022,1
190557,29 4 2022,29 4 2022,0
190613,29 4 2022,1 5 2022,2
190616,29 4 2022,29 4 2022,0
190617,29 4 2022,29 4 2022,0
190618,29 4 2022,29 4 2022,0
190621,29 4 2022,29 4 2022,0
190626,29 4 2022,29 4 2022,0
190627,29 4 2022,29 4 2022,0
190646,29 4 2022,29 4 2022,0
190647,29 4 2022,29 4 2022,0
190656,29 4 2022,29 4 2022,0
190657,29 4 2022,29 4 2022,0
190708,29 4 2022,29 4 2022,0
190710,29 4 2022,5 5 2022,6
190727,29 4 2022,29 4 2022,0
190775,29 4 2022,29 4 2022,0
190779,29 4 2022,29 4 2022,0
190780,29 4 2022,2 5 2022,3
190782,29 4 2022,29 4 2022,0
190786,29 4 2022,29 4 2022,0
190793,29 4 2022,9 5 2022,10
190851,29 4 2022,29 4 2022,0
190852,29 4 2022,29 4 2022,0
190854,29 4 2022,29 4 2022,0
190855,29 4 2022,1 5 2022,2
190870,29 4 2022,29 4 2022,0
190936,29 4 2022,29 4 2022,0
190944,29 4 2022,29 4 2022,0
190945,29 4 2022,29 4 2022,0
191008,29 4 2022,29 4 2022,0
191014,29 4 2022,4 5 2022,5
191072,29 4 2022,29 4 2022,0
191079,29 4 2022,29 4 2022,0
191084,29 4 2022,29 4 2022,0
191087,29 4 2022,3 5 2022,4
191088,29 4 2022,29 4 2022,0
191159,29 4 2022,29 4 2022,0
191160,29 4 2022,29 4 2022,0
191164,29 4 2022,2 5 2022,3
191172,29 4 2022,29 4 2022,0
191174,29 4 2022,29 4 2022,0
191176,29 4 2022,29 4 2022,0
191188,29 4 2022,1 5 2022,2
191212,29 4 2022,29 4 2022,0
191213,29 4 2022,29 4 2022,0
191214,29 4 2022,18 8 2022,111
191216,29 4 2022,29 4 2022,0
191293,29 4 2022,30 4 2022,1
191294,29 4 2022,29 4 2022,0
191379,29 4 2022,29 4 2022,0
191394,29 4 2022,29 4 2022,0
191456,29 4 2022,29 4 2022,0
191474,29 4 2022,29 4 2022,0
191476,29 4 2022,29 4 2022,0
191552,29 4 2022,29 4 2022,0
191643,29 4 2022,30 4 2022,1
191657,29 4 2022,29 4 2022,0
191702,29 4 2022,30 4 2022,1
191703,29 4 2022,2 5 2022,3
191704,29 4 2022,29 4 2022,0
191710,29 4 2022,29 4 2022,0
191721,29 4 2022,30 4 2022,1
191876,29 4 2022,30 4 2022,1
191878,29 4 2022,29 4 2022,0
191909,29 4 2022,5 5 2022,6
191982,29 4 2022,30 4 2022,1
192070,29 4 2022,29 4 2022,0
192081,29 4 2022,29 4 2022,0
192083,29 4 2022,29 4 2022,0
192124,29 4 2022,30 4 2022,1
192197,29 4 2022,29 4 2022,0
192202,29 4 2022,3 5 2022,4
192205,29 4 2022,30 4 2022,1
192208,29 4 2022,30 4 2022,1
192211,29 4 2022,30 4 2022,1
192212,29 4 2022,30 4 2022,1
192272,29 4 2022,29 4 2022,0
192282,29 4 2022,29 4 2022,0
192287,29 4 2022,29 4 2022,0
192293,29 4 2022,30 4 2022,1
192296,29 4 2022,29 4 2022,0
192298,29 4 2022,30 4 2022,1
192299,29 4 2022,29 4 2022,0
192300,29 4 2022,29 4 2022,0
192371,29 4 2022,30 4 2022,1
192376,29 4 2022,9 5 2022,10
192418,29 4 2022,29 4 2022,0
192419,29 4 2022,30 4 2022,1
192420,29 4 2022,29 4 2022,0
192512,29 4 2022,29 4 2022,0
192514,29 4 2022,29 4 2022,0
192515,29 4 2022,29 4 2022,0
192526,29 4 2022,30 4 2022,1
192553,29 4 2022,29 4 2022,0
192567,29 4 2022,30 4 2022,1
192608,29 4 2022,30 4 2022,1
192635,29 4 2022,30 4 2022,1
192661,29 4 2022,29 4 2022,0
192686,29 4 2022,30 4 2022,1
192718,29 4 2022,30 4 2022,1
192799,30 4 2022,26 5 2022,26
192819,30 4 2022,30 4 2022,0
192840,30 4 2022,30 4 2022,0
192842,30 4 2022,6 12 2022,220
192869,30 4 2022,4 5 2022,4
192870,30 4 2022,30 4 2022,0
192905,30 4 2022,30 4 2022,0
192910,30 4 2022,1 5 2022,1
192916,30 4 2022,30 4 2022,0
192917,30 4 2022,30 4 2022,0
192940,30 4 2022,30 4 2022,0
192941,30 4 2022,30 4 2022,0
192965,30 4 2022,28 5 2022,28
192977,30 4 2022,30 4 2022,0
192978,30 4 2022,30 4 2022,0
192988,30 4 2022,30 4 2022,0
192991,30 4 2022,5 5 2022,5
193052,30 4 2022,30 4 2022,0
193095,30 4 2022,30 4 2022,0
193130,30 4 2022,2 5 2022,2
193137,30 4 2022,30 4 2022,0
193138,30 4 2022,30 4 2022,0
193159,30 4 2022,30 4 2022,0
193251,30 4 2022,30 4 2022,0
193263,30 4 2022,4 5 2022,4
193327,30 4 2022,30 4 2022,0
193343,30 4 2022,30 4 2022,0
193361,30 4 2022,1 5 2022,1
193391,30 4 2022,2 5 2022,2
193394,30 4 2022,30 4 2022,0
193418,30 4 2022,30 4 2022,0
193432,30 4 2022,2 5 2022,2
193433,30 4 2022,1 5 2022,1
193468,30 4 2022,30 4 2022,0
193488,30 4 2022,2 5 2022,2
193489,30 4 2022,4 5 2022,4
193490,30 4 2022,2 5 2022,2
193491,30 4 2022,3 5 2022,3
193493,30 4 2022,4 5 2022,4
193494,30 4 2022,3 5 2022,3
193495,30 4 2022,2 5 2022,2
193498,30 4 2022,2 5 2022,2
193499,30 4 2022,3 5 2022,3
193500,30 4 2022,4 5 2022,4
193501,30 4 2022,2 5 2022,2
193504,30 4 2022,2 5 2022,2
193506,30 4 2022,2 5 2022,2
193516,30 4 2022,1 5 2022,1
193568,30 4 2022,1 5 2022,1
193600,30 4 2022,30 4 2022,0
193618,30 4 2022,3 5 2022,3
193622,30 4 2022,1 5 2022,1
193624,30 4 2022,3 5 2022,3
193644,30 4 2022,1 5 2022,1
193651,30 4 2022,20 5 2022,20
193743,30 4 2022,2 5 2022,2
193756,30 4 2022,1 5 2022,1
193757,30 4 2022,2 5 2022,2
193779,30 4 2022,1 5 2022,1
193786,1 5 2022,1 5 2022,0
193798,1 5 2022,1 5 2022,0
193816,1 5 2022,19 7 2022,79
193820,1 5 2022,2 5 2022,1
193821,1 5 2022,1 5 2022,0
193828,1 5 2022,1 5 2022,0
193829,1 5 2022,1 5 2022,0
193835,1 5 2022,1 5 2022,0
193847,1 5 2022,3 5 2022,2
193855,1 5 2022,1 5 2022,0
193867,1 5 2022,1 5 2022,0
193884,1 5 2022,13 5 2022,12
193894,1 5 2022,1 5 2022,0
193896,1 5 2022,1 5 2022,0
193913,1 5 2022,10 5 2022,9
193915,1 5 2022,1 5 2022,0
193975,1 5 2022,1 5 2022,0
193976,1 5 2022,1 5 2022,0
193977,1 5 2022,1 5 2022,0
194046,1 5 2022,1 5 2022,0
194048,1 5 2022,2 5 2022,1
194049,1 5 2022,2 5 2022,1
194052,1 5 2022,1 5 2022,0
194108,1 5 2022,1 5 2022,0
194111,1 5 2022,1 5 2022,0
194150,1 5 2022,3 5 2022,2
194158,1 5 2022,15 6 2022,45
194219,1 5 2022,1 5 2022,0
194223,1 5 2022,1 5 2022,0
194268,1 5 2022,2 5 2022,1
194295,1 5 2022,1 5 2022,0
194298,1 5 2022,1 5 2022,0
194299,1 5 2022,2 5 2022,1
194300,1 5 2022,2 5 2022,1
194323,1 5 2022,1 5 2022,0
194324,1 5 2022,1 5 2022,0
194347,1 5 2022,1 5 2022,0
194365,1 5 2022,1 5 2022,0
194366,1 5 2022,1 5 2022,0
194368,1 5 2022,1 5 2022,0
194393,1 5 2022,1 5 2022,0
194418,1 5 2022,1 5 2022,0
194420,1 5 2022,3 5 2022,2
194436,1 5 2022,2 5 2022,1
194520,1 5 2022,2 5 2022,1
194522,1 5 2022,2 5 2022,1
194528,1 5 2022,3 5 2022,2
194532,1 5 2022,1 5 2022,0
194549,1 5 2022,1 5 2022,0
194571,1 5 2022,3 5 2022,2
194600,1 5 2022,4 5 2022,3
194601,1 5 2022,2 5 2022,1
194621,1 5 2022,2 5 2022,1
194643,1 5 2022,1 5 2022,0
194645,1 5 2022,2 5 2022,1
194650,1 5 2022,1 5 2022,0
194668,1 5 2022,1 5 2022,0
194671,1 5 2022,1 5 2022,0
194672,1 5 2022,2 5 2022,1
194694,1 5 2022,2 5 2022,1
194701,1 5 2022,2 5 2022,1
194704,1 5 2022,1 5 2022,0
194734,1 5 2022,2 5 2022,1
194755,1 5 2022,2 5 2022,1
194772,1 5 2022,2 5 2022,1
194776,1 5 2022,1 5 2022,0
194795,1 5 2022,1 5 2022,0
194812,1 5 2022,4 5 2022,3
194813,1 5 2022,2 5 2022,1
194825,1 5 2022,2 5 2022,1
194826,1 5 2022,2 5 2022,1
