id,original_timestamp,post_edit_timestamp,delta
209734,7 5 2022,7 5 2022,0
209791,7 5 2022,7 5 2022,0
209934,7 5 2022,8 5 2022,1
209935,7 5 2022,7 5 2022,0
209936,7 5 2022,8 5 2022,1
210078,7 5 2022,7 5 2022,0
210079,7 5 2022,8 5 2022,1
210103,7 5 2022,7 5 2022,0
210424,8 5 2022,8 5 2022,0
210441,8 5 2022,8 5 2022,0
210526,8 5 2022,8 5 2022,0
210563,8 5 2022,10 5 2022,2
210686,8 5 2022,8 5 2022,0
210692,8 5 2022,9 5 2022,1
210787,8 5 2022,9 5 2022,1
210888,8 5 2022,9 5 2022,1
210929,8 5 2022,8 5 2022,0
211034,8 5 2022,8 5 2022,0
211225,8 5 2022,8 5 2022,0
211529,9 5 2022,9 5 2022,0
211530,9 5 2022,12 5 2022,3
211677,9 5 2022,9 5 2022,0
211749,9 5 2022,9 5 2022,0
212159,9 5 2022,10 5 2022,1
212286,9 5 2022,10 5 2022,1
212434,9 5 2022,10 5 2022,1
212437,9 5 2022,9 5 2022,0
212440,7 5 2022,30 5 2022,23
212441,7 5 2022,13 5 2022,6
212443,9 5 2022,10 5 2022,1
212464,9 5 2022,9 5 2022,0
212545,9 5 2022,13 5 2022,4
212713,9 5 2022,9 5 2022,0
212714,9 5 2022,9 5 2022,0
212730,9 5 2022,10 5 2022,1
212787,9 5 2022,10 5 2022,1
212788,9 5 2022,9 5 2022,0
212865,9 5 2022,9 5 2022,0
212881,9 5 2022,9 5 2022,0
212979,9 5 2022,9 5 2022,0
213135,9 5 2022,10 5 2022,1
213290,9 5 2022,10 5 2022,1
213333,9 5 2022,9 5 2022,0
213362,9 5 2022,10 5 2022,1
213363,9 5 2022,10 5 2022,1
213421,9 5 2022,10 5 2022,1
213444,9 5 2022,10 5 2022,1
213515,9 5 2022,9 5 2022,0
214411,10 5 2022,10 5 2022,0
214467,10 5 2022,10 5 2022,0
214468,10 5 2022,10 5 2022,0
214607,10 5 2022,10 5 2022,0
214647,10 5 2022,10 5 2022,0
214703,10 5 2022,10 5 2022,0
214793,10 5 2022,17 5 2022,7
214883,10 5 2022,11 5 2022,1
215021,10 5 2022,10 5 2022,0
215190,10 5 2022,11 5 2022,1
215263,10 5 2022,11 5 2022,1
215363,10 5 2022,10 5 2022,0
215375,10 5 2022,7 12 2022,211
215378,9 5 2022,10 5 2022,1
215539,10 5 2022,10 5 2022,0
215633,10 5 2022,10 5 2022,0
215635,10 5 2022,17 5 2022,7
215636,10 5 2022,11 5 2022,1
215649,10 5 2022,31 5 2022,21
215933,10 5 2022,11 5 2022,1
216113,10 5 2022,10 5 2022,0
216276,10 5 2022,11 5 2022,1
216278,10 5 2022,11 5 2022,1
216470,10 5 2022,11 5 2022,1
216523,10 5 2022,11 5 2022,1
216612,10 5 2022,12 5 2022,2
216619,10 5 2022,11 5 2022,1
217155,10 5 2022,11 5 2022,1
217875,11 5 2022,11 5 2022,0
217876,11 5 2022,11 5 2022,0
217957,11 5 2022,12 5 2022,1
217958,11 5 2022,11 5 2022,0
218006,11 5 2022,11 5 2022,0
218126,11 5 2022,12 5 2022,1
218177,11 5 2022,21 6 2022,41
218441,11 5 2022,11 5 2022,0
218448,11 5 2022,11 5 2022,0
218524,11 5 2022,11 5 2022,0
218547,11 5 2022,12 5 2022,1
218553,11 5 2022,30 6 2022,50
218793,11 5 2022,18 5 2022,7
218923,11 5 2022,11 5 2022,0
218963,11 5 2022,12 5 2022,1
219129,11 5 2022,11 5 2022,0
219130,11 5 2022,11 5 2022,0
219151,11 5 2022,12 5 2022,1
219221,11 5 2022,12 5 2022,1
219398,11 5 2022,12 5 2022,1
219399,11 5 2022,12 5 2022,1
219565,11 5 2022,11 5 2022,0
219727,11 5 2022,11 5 2022,0
220201,11 5 2022,13 5 2022,2
220245,11 5 2022,11 5 2022,0
220854,12 5 2022,12 5 2022,0
220954,12 5 2022,12 5 2022,0
221005,12 5 2022,12 5 2022,0
221063,12 5 2022,12 5 2022,0
221132,12 5 2022,12 5 2022,0
221217,12 5 2022,12 5 2022,0
221263,12 5 2022,12 5 2022,0
221264,12 5 2022,12 5 2022,0
221333,12 5 2022,12 5 2022,0
221421,12 5 2022,12 5 2022,0
221587,12 5 2022,12 5 2022,0
221588,12 5 2022,12 5 2022,0
221589,12 5 2022,19 10 2022,160
221681,12 5 2022,12 5 2022,0
221682,12 5 2022,12 5 2022,0
221767,12 5 2022,12 5 2022,0
221784,12 5 2022,12 5 2022,0
221832,12 5 2022,16 8 2022,96
221851,12 5 2022,13 5 2022,1
221942,12 5 2022,12 5 2022,0
222321,12 5 2022,13 5 2022,1
222390,12 5 2022,12 5 2022,0
222392,12 5 2022,12 5 2022,0
222393,12 5 2022,12 5 2022,0
222504,12 5 2022,12 5 2022,0
222659,12 5 2022,13 5 2022,1
222764,12 5 2022,13 5 2022,1
223276,12 5 2022,12 5 2022,0
223852,13 5 2022,13 5 2022,0
224059,13 5 2022,13 5 2022,0
224106,13 5 2022,13 5 2022,0
224160,13 5 2022,13 5 2022,0
224214,13 5 2022,13 5 2022,0
224291,13 5 2022,13 5 2022,0
224355,13 5 2022,13 5 2022,0
224369,13 5 2022,13 5 2022,0
224448,13 5 2022,14 5 2022,1
224519,13 5 2022,14 5 2022,1
224598,13 5 2022,13 5 2022,0
224758,13 5 2022,16 5 2022,3
224763,13 5 2022,16 5 2022,3
225140,13 5 2022,9 6 2022,27
225141,13 5 2022,14 5 2022,1
225256,13 5 2022,13 5 2022,0
225324,13 5 2022,14 5 2022,1
225531,13 5 2022,14 5 2022,1
226218,13 5 2022,14 5 2022,1
226599,14 5 2022,19 10 2022,158
226726,14 5 2022,15 5 2022,1
226902,14 5 2022,15 5 2022,1
226907,14 5 2022,11 8 2022,89
227064,14 5 2022,22 5 2022,8
227065,14 5 2022,14 5 2022,0
227066,14 5 2022,14 5 2022,0
227207,14 5 2022,15 5 2022,1
227312,14 5 2022,15 5 2022,1
227603,15 5 2022,15 5 2022,0
227604,15 5 2022,16 5 2022,1
227630,15 5 2022,15 5 2022,0
227685,15 5 2022,15 5 2022,0
227686,15 5 2022,15 5 2022,0
227704,15 5 2022,16 5 2022,1
227706,15 5 2022,17 5 2022,2
227784,15 5 2022,15 5 2022,0
227826,15 5 2022,16 5 2022,1
227919,15 5 2022,15 5 2022,0
227972,15 5 2022,15 5 2022,0
228015,15 5 2022,16 5 2022,1
228208,15 5 2022,16 5 2022,1
228260,15 5 2022,15 5 2022,0
228316,15 5 2022,15 5 2022,0
228340,15 5 2022,15 5 2022,0
228533,15 5 2022,15 5 2022,0
228915,16 5 2022,16 5 2022,0
229187,16 5 2022,16 5 2022,0
229380,16 5 2022,30 5 2022,14
229624,16 5 2022,16 5 2022,0
229683,14 5 2022,1 8 2022,79
229687,15 5 2022,18 5 2022,3
229689,16 5 2022,17 5 2022,1
229980,16 5 2022,17 5 2022,1
230088,16 5 2022,16 5 2022,0
230673,16 5 2022,17 5 2022,1
230887,16 5 2022,17 5 2022,1
231135,16 5 2022,17 5 2022,1
231141,16 5 2022,16 5 2022,0
231454,16 5 2022,18 5 2022,2
232021,17 5 2022,17 5 2022,0
232099,17 5 2022,19 5 2022,2
232106,17 5 2022,17 5 2022,0
232409,17 5 2022,18 5 2022,1
232551,17 5 2022,17 5 2022,0
232648,17 5 2022,18 5 2022,1
232649,17 5 2022,17 5 2022,0
232718,17 5 2022,18 5 2022,1
232807,17 5 2022,18 5 2022,1
232868,17 5 2022,17 5 2022,0
233292,17 5 2022,18 5 2022,1
233474,17 5 2022,18 5 2022,1
233475,17 5 2022,17 5 2022,0
233563,17 5 2022,17 5 2022,0
233564,17 5 2022,18 5 2022,1
233567,17 5 2022,18 5 2022,1
234067,17 5 2022,17 5 2022,0
234210,17 5 2022,17 5 2022,0
235030,18 5 2022,18 5 2022,0
235090,18 5 2022,18 5 2022,0
235204,18 5 2022,18 5 2022,0
235205,18 5 2022,18 5 2022,0
235411,18 5 2022,18 5 2022,0
235412,18 5 2022,25 5 2022,7
235413,18 5 2022,19 5 2022,1
235415,17 5 2022,31 10 2022,167
235416,18 5 2022,2 6 2022,15
235573,18 5 2022,18 5 2022,0
235574,18 5 2022,18 5 2022,0
235575,18 5 2022,19 5 2022,1
235730,17 5 2022,23 5 2022,6
235825,18 5 2022,18 5 2022,0
235837,18 5 2022,19 10 2022,154
235838,18 5 2022,18 5 2022,0
235990,18 5 2022,18 5 2022,0
236176,18 5 2022,19 5 2022,1
236267,18 5 2022,18 5 2022,0
236274,18 5 2022,18 5 2022,0
236454,18 5 2022,18 5 2022,0
236590,18 5 2022,18 5 2022,0
236724,18 5 2022,23 5 2022,5
236780,18 5 2022,18 5 2022,0
237264,18 5 2022,18 5 2022,0
238315,19 5 2022,19 5 2022,0
238441,19 5 2022,19 5 2022,0
238501,19 5 2022,19 5 2022,0
238943,19 5 2022,19 5 2022,0
238944,19 5 2022,19 5 2022,0
239081,19 5 2022,20 11 2022,185
239082,19 5 2022,19 5 2022,0
239085,19 5 2022,31 10 2022,165
239689,19 5 2022,19 5 2022,0
239782,19 5 2022,19 5 2022,0
239889,19 5 2022,20 5 2022,1
239923,19 5 2022,19 5 2022,0
239930,19 5 2022,19 5 2022,0
239932,19 5 2022,20 5 2022,1
239952,19 5 2022,20 5 2022,1
240351,19 5 2022,15 11 2022,180
240384,19 5 2022,19 5 2022,0
241169,20 5 2022,20 5 2022,0
241170,20 5 2022,20 5 2022,0
241295,20 5 2022,20 5 2022,0
241296,20 5 2022,20 5 2022,0
241357,20 5 2022,20 5 2022,0
241517,20 5 2022,20 5 2022,0
241528,20 5 2022,20 5 2022,0
241529,20 5 2022,20 5 2022,0
241530,20 5 2022,20 5 2022,0
241531,20 5 2022,24 5 2022,4
241533,20 5 2022,20 5 2022,0
241534,20 5 2022,20 5 2022,0
241545,20 5 2022,20 5 2022,0
241637,20 5 2022,20 5 2022,0
241694,20 5 2022,20 5 2022,0
241872,20 5 2022,21 5 2022,1
242021,20 5 2022,20 5 2022,0
242062,20 5 2022,20 5 2022,0
242063,20 5 2022,27 5 2022,7
242064,20 5 2022,21 5 2022,1
242065,20 5 2022,12 7 2022,53
242104,20 5 2022,21 5 2022,1
242324,20 5 2022,21 5 2022,1
242325,20 5 2022,20 5 2022,0
242411,20 5 2022,21 5 2022,1
242680,20 5 2022,21 5 2022,1
242747,20 5 2022,24 5 2022,4
242808,20 5 2022,21 5 2022,1
243781,21 5 2022,21 5 2022,0
244047,21 5 2022,21 5 2022,0
244193,21 5 2022,23 5 2022,2
244213,21 5 2022,21 5 2022,0
244381,21 5 2022,22 5 2022,1
244644,21 5 2022,22 5 2022,1
244844,22 5 2022,22 5 2022,0
244861,22 5 2022,19 10 2022,150
244903,22 5 2022,26 5 2022,4
244941,22 5 2022,22 5 2022,0
244942,22 5 2022,22 5 2022,0
244974,22 5 2022,26 5 2022,4
245010,22 5 2022,22 5 2022,0
245028,22 5 2022,29 6 2022,38
245057,22 5 2022,22 5 2022,0
245150,22 5 2022,22 5 2022,0
245249,21 5 2022,29 6 2022,39
245412,22 5 2022,22 5 2022,0
245507,22 5 2022,22 5 2022,0
245508,22 5 2022,22 5 2022,0
245990,23 5 2022,23 5 2022,0
246194,23 5 2022,23 5 2022,0
246226,22 5 2022,22 5 2022,0
246229,23 5 2022,23 5 2022,0
246230,23 5 2022,23 5 2022,0
246252,23 5 2022,23 5 2022,0
246423,23 5 2022,23 5 2022,0
246584,23 5 2022,24 5 2022,1
246641,23 5 2022,23 5 2022,0
246642,23 5 2022,24 5 2022,1
246703,23 5 2022,23 5 2022,0
246704,23 5 2022,23 5 2022,0
246718,23 5 2022,23 5 2022,0
246873,23 5 2022,23 5 2022,0
246930,23 5 2022,19 10 2022,149
247046,23 5 2022,23 5 2022,0
247104,23 5 2022,24 5 2022,1
247294,23 5 2022,23 5 2022,0
247471,23 5 2022,23 5 2022,0
247567,23 5 2022,23 5 2022,0
247634,23 5 2022,24 5 2022,1
247635,23 5 2022,24 5 2022,1
247711,23 5 2022,23 5 2022,0
247734,23 5 2022,24 5 2022,1
247852,23 5 2022,23 5 2022,0
248429,23 5 2022,24 5 2022,1
248818,23 5 2022,24 5 2022,1
248896,24 5 2022,24 5 2022,0
248949,24 5 2022,30 5 2022,6
248986,24 5 2022,30 5 2022,6
249162,24 5 2022,24 5 2022,0
249164,24 5 2022,24 5 2022,0
249249,24 5 2022,24 5 2022,0
249372,24 5 2022,24 5 2022,0
249517,24 5 2022,24 5 2022,0
249518,24 5 2022,25 5 2022,1
249519,24 5 2022,24 5 2022,0
249617,24 5 2022,24 5 2022,0
249758,24 5 2022,24 5 2022,0
249869,24 5 2022,24 5 2022,0
249870,24 5 2022,20 10 2022,149
249872,24 5 2022,30 5 2022,6
249878,23 5 2022,20 10 2022,150
250134,24 5 2022,25 5 2022,1
250223,24 5 2022,25 5 2022,1
250224,24 5 2022,25 5 2022,1
250327,24 5 2022,25 5 2022,1
250329,24 5 2022,27 5 2022,3
250411,24 5 2022,24 5 2022,0
250683,24 5 2022,25 5 2022,1
250752,24 5 2022,1 12 2022,191
250958,24 5 2022,25 5 2022,1
250961,24 5 2022,15 9 2022,114
251197,24 5 2022,24 5 2022,0
251271,24 5 2022,25 5 2022,1
251573,24 5 2022,24 5 2022,0
251658,24 5 2022,25 5 2022,1
252085,24 5 2022,25 5 2022,1
252105,25 5 2022,27 5 2022,2
252205,25 5 2022,25 5 2022,0
252304,25 5 2022,25 5 2022,0
252345,25 5 2022,25 5 2022,0
252346,25 5 2022,25 5 2022,0
252379,25 5 2022,14 11 2022,173
252495,25 5 2022,25 5 2022,0
252652,14 1 2022,25 5 2022,131
252654,25 5 2022,25 5 2022,0
252869,25 5 2022,25 5 2022,0
252980,25 5 2022,25 5 2022,0
253051,25 5 2022,26 5 2022,1
253066,25 5 2022,9 12 2022,198
253070,25 5 2022,1 6 2022,7
253071,25 5 2022,30 5 2022,5
253140,25 5 2022,25 5 2022,0
253141,25 5 2022,25 5 2022,0
253327,25 5 2022,25 5 2022,0
253328,25 5 2022,25 5 2022,0
253482,25 5 2022,25 5 2022,0
253500,25 5 2022,26 5 2022,1
253588,25 5 2022,25 5 2022,0
253589,25 5 2022,26 5 2022,1
253850,25 5 2022,25 5 2022,0
253852,25 5 2022,26 5 2022,1
253922,25 5 2022,26 5 2022,1
254128,25 5 2022,30 5 2022,5
254146,25 5 2022,26 5 2022,1
254229,25 5 2022,25 5 2022,0
254301,25 5 2022,26 5 2022,1
254302,25 5 2022,26 5 2022,1
254324,25 5 2022,22 6 2022,28
254917,25 5 2022,26 5 2022,1
255235,26 5 2022,26 5 2022,0
255236,26 5 2022,26 5 2022,0
255425,26 5 2022,26 5 2022,0
255462,26 5 2022,26 5 2022,0
255517,26 5 2022,26 5 2022,0
255646,26 5 2022,26 5 2022,0
255706,26 5 2022,27 5 2022,1
255863,26 5 2022,26 5 2022,0
255940,26 5 2022,26 5 2022,0
256013,26 5 2022,31 5 2022,5
256034,26 5 2022,26 5 2022,0
256167,26 5 2022,26 5 2022,0
256258,26 5 2022,26 5 2022,0
256345,26 5 2022,26 5 2022,0
256347,26 5 2022,26 5 2022,0
256466,26 5 2022,26 5 2022,0
256467,26 5 2022,30 5 2022,4
256540,26 5 2022,27 5 2022,1
256574,26 5 2022,27 5 2022,1
256575,26 5 2022,27 5 2022,1
256760,26 5 2022,27 5 2022,1
256967,26 5 2022,26 5 2022,0
257031,26 5 2022,27 5 2022,1
257157,26 5 2022,27 5 2022,1
257159,26 5 2022,30 5 2022,4
257300,26 5 2022,10 8 2022,76
257451,26 5 2022,27 5 2022,1
257549,26 5 2022,26 5 2022,0
258240,27 5 2022,27 5 2022,0
258278,27 5 2022,27 5 2022,0
258379,27 5 2022,27 5 2022,0
258440,27 5 2022,27 5 2022,0
258578,27 5 2022,27 5 2022,0
258594,27 5 2022,3 6 2022,7
258636,27 5 2022,19 10 2022,145
258694,27 5 2022,24 6 2022,28
258695,27 5 2022,27 5 2022,0
258913,27 5 2022,27 5 2022,0
259010,27 5 2022,27 5 2022,0
259248,27 5 2022,27 5 2022,0
259249,27 5 2022,27 5 2022,0
259348,27 5 2022,27 5 2022,0
259350,27 5 2022,27 5 2022,0
259491,27 5 2022,8 6 2022,12
259672,27 5 2022,28 5 2022,1
259673,27 5 2022,27 5 2022,0
259927,27 5 2022,28 5 2022,1
259979,27 5 2022,25 7 2022,59
260499,27 5 2022,8 6 2022,12
260855,28 5 2022,28 5 2022,0
260969,28 5 2022,19 10 2022,144
261024,28 5 2022,28 5 2022,0
261084,28 5 2022,5 6 2022,8
261172,28 5 2022,28 5 2022,0
261415,28 5 2022,29 5 2022,1
261416,28 5 2022,28 5 2022,0
261417,28 5 2022,29 5 2022,1
261705,28 5 2022,29 5 2022,1
261874,29 5 2022,29 5 2022,0
261875,29 5 2022,3 6 2022,5
261885,29 5 2022,29 5 2022,0
261922,29 5 2022,29 5 2022,0
261951,29 5 2022,29 5 2022,0
261965,29 5 2022,7 6 2022,9
261996,29 5 2022,29 5 2022,0
262053,29 5 2022,30 5 2022,1
262067,29 5 2022,29 5 2022,0
262310,29 5 2022,29 5 2022,0
262497,29 5 2022,30 5 2022,1
262527,29 5 2022,30 5 2022,1
262983,30 5 2022,31 5 2022,1
262984,30 5 2022,30 5 2022,0
263048,30 5 2022,30 5 2022,0
263136,30 5 2022,30 5 2022,0
263137,30 5 2022,31 5 2022,1
263189,30 5 2022,30 5 2022,0
263265,30 5 2022,30 5 2022,0
263266,30 5 2022,31 5 2022,1
263272,30 5 2022,9 6 2022,10
263275,30 5 2022,2 6 2022,3
263600,30 5 2022,31 5 2022,1
263671,30 5 2022,30 5 2022,0
263742,30 5 2022,30 5 2022,0
263743,30 5 2022,30 5 2022,0
263953,30 5 2022,1 6 2022,2
264313,30 5 2022,31 5 2022,1
264340,30 5 2022,31 5 2022,1
264356,30 5 2022,31 5 2022,1
264422,30 5 2022,30 5 2022,0
264458,30 5 2022,31 5 2022,1
264459,30 5 2022,30 5 2022,0
264877,30 5 2022,30 5 2022,0
265448,31 5 2022,31 5 2022,0
265483,31 5 2022,31 5 2022,0
265518,31 5 2022,31 5 2022,0
265739,31 5 2022,31 5 2022,0
265740,31 5 2022,31 5 2022,0
265933,31 5 2022,8 6 2022,8
266021,31 5 2022,2 6 2022,2
266116,31 5 2022,6 6 2022,6
266117,31 5 2022,10 6 2022,10
266118,31 5 2022,31 5 2022,0
266122,30 5 2022,14 6 2022,15
266126,31 5 2022,31 5 2022,0
266441,31 5 2022,1 6 2022,1
266744,31 5 2022,1 6 2022,1
266997,31 5 2022,31 5 2022,0
266999,31 5 2022,1 6 2022,1
267105,31 5 2022,1 6 2022,1
267776,31 5 2022,1 6 2022,1
268202,1 6 2022,1 6 2022,0
268260,1 6 2022,1 6 2022,0
268458,1 6 2022,1 6 2022,0
268459,1 6 2022,1 6 2022,0
268499,1 6 2022,1 6 2022,0
268861,1 6 2022,1 6 2022,0
268872,1 6 2022,15 6 2022,14
268924,1 6 2022,1 6 2022,0
268944,31 5 2022,1 6 2022,1
268946,1 6 2022,1 6 2022,0
268948,1 6 2022,2 6 2022,1
269117,1 6 2022,1 6 2022,0
269474,1 6 2022,6 6 2022,5
269690,1 6 2022,1 6 2022,0
269867,1 6 2022,2 6 2022,1
269966,1 6 2022,14 6 2022,13
270064,1 6 2022,2 6 2022,1
270066,1 6 2022,2 6 2022,1
270375,1 6 2022,1 6 2022,0
270457,1 6 2022,1 6 2022,0
271343,2 6 2022,2 6 2022,0
271537,2 6 2022,2 6 2022,0
271960,2 6 2022,2 6 2022,0
272109,2 6 2022,2 6 2022,0
272121,2 6 2022,9 6 2022,7
272192,2 6 2022,2 6 2022,0
272337,2 6 2022,2 6 2022,0
272591,2 6 2022,2 6 2022,0
272592,2 6 2022,2 6 2022,0
272678,2 6 2022,3 6 2022,1
272859,2 6 2022,3 6 2022,1
272886,2 6 2022,3 6 2022,1
274086,3 6 2022,3 6 2022,0
274304,3 6 2022,8 7 2022,35
274419,3 6 2022,3 6 2022,0
274468,3 6 2022,3 6 2022,0
274544,3 6 2022,3 6 2022,0
274623,3 6 2022,3 6 2022,0
274888,3 6 2022,3 6 2022,0
274893,3 6 2022,4 6 2022,1
274914,3 6 2022,3 6 2022,0
274988,3 6 2022,3 6 2022,0
274996,3 6 2022,3 6 2022,0
274997,3 6 2022,3 6 2022,0
275149,3 6 2022,3 6 2022,0
275370,3 6 2022,3 6 2022,0
276490,4 6 2022,4 6 2022,0
276912,4 6 2022,4 6 2022,0
277134,4 6 2022,7 6 2022,3
277474,5 6 2022,5 6 2022,0
277492,5 6 2022,10 6 2022,5
277493,5 6 2022,5 6 2022,0
277501,5 6 2022,5 6 2022,0
277507,5 6 2022,8 6 2022,3
277564,5 6 2022,5 6 2022,0
277663,5 6 2022,5 6 2022,0
277752,5 6 2022,5 6 2022,0
277814,5 6 2022,6 6 2022,1
277858,5 6 2022,6 6 2022,1
278009,5 6 2022,6 6 2022,1
278055,5 6 2022,5 6 2022,0
278123,5 6 2022,5 6 2022,0
278143,5 6 2022,6 6 2022,1
278176,5 6 2022,5 6 2022,0
278275,5 6 2022,5 6 2022,0
278580,6 6 2022,6 6 2022,0
278628,6 6 2022,6 6 2022,0
278660,6 6 2022,6 6 2022,0
278727,6 6 2022,6 6 2022,0
278728,6 6 2022,6 6 2022,0
278778,6 6 2022,6 6 2022,0
278781,6 6 2022,8 6 2022,2
278784,6 6 2022,6 6 2022,0
278785,6 6 2022,6 6 2022,0
278969,6 6 2022,6 6 2022,0
279110,6 6 2022,6 6 2022,0
279129,6 6 2022,6 6 2022,0
279278,6 6 2022,7 6 2022,1
279418,6 6 2022,10 6 2022,4
279671,6 6 2022,7 6 2022,1
279825,6 6 2022,8 6 2022,2
279949,6 6 2022,6 6 2022,0
279951,6 6 2022,6 6 2022,0
280023,6 6 2022,6 6 2022,0
280024,6 6 2022,7 6 2022,1
280132,6 6 2022,6 6 2022,0
280479,6 6 2022,7 6 2022,1
280561,6 6 2022,7 6 2022,1
281244,6 6 2022,8 6 2022,2
281311,7 6 2022,7 6 2022,0
281373,7 6 2022,7 6 2022,0
281374,7 6 2022,7 6 2022,0
281430,7 6 2022,7 6 2022,0
281620,7 6 2022,4 7 2022,27
281622,6 6 2022,7 6 2022,1
281631,7 6 2022,8 6 2022,1
281660,7 6 2022,7 6 2022,0
281859,7 6 2022,7 6 2022,0
281860,7 6 2022,8 6 2022,1
281913,7 6 2022,10 6 2022,3
281940,7 6 2022,7 6 2022,0
282087,7 6 2022,7 6 2022,0
282089,6 6 2022,8 6 2022,2
282147,7 6 2022,7 6 2022,0
282228,7 6 2022,7 6 2022,0
282376,7 6 2022,19 10 2022,134
282377,7 6 2022,7 6 2022,0
282398,7 6 2022,7 6 2022,0
282542,7 6 2022,7 6 2022,0
282559,7 6 2022,8 6 2022,1
282623,7 6 2022,8 6 2022,1
282979,7 6 2022,8 6 2022,1
283082,7 6 2022,8 6 2022,1
283368,7 6 2022,8 6 2022,1
283372,7 6 2022,7 6 2022,0
283406,7 6 2022,8 6 2022,1
283573,7 6 2022,8 6 2022,1
284049,7 6 2022,19 6 2022,12
284050,7 6 2022,8 6 2022,1
284501,8 6 2022,8 6 2022,0
284562,8 6 2022,8 6 2022,0
284718,8 6 2022,10 6 2022,2
284771,8 6 2022,8 6 2022,0
284825,8 6 2022,8 6 2022,0
284879,8 6 2022,8 6 2022,0
284880,8 6 2022,8 6 2022,0
285329,8 6 2022,9 6 2022,1
285425,8 6 2022,8 6 2022,0
285497,8 6 2022,8 6 2022,0
285499,8 6 2022,8 6 2022,0
285501,8 6 2022,9 6 2022,1
285505,8 6 2022,16 6 2022,8
285626,8 6 2022,9 6 2022,1
285759,8 6 2022,8 6 2022,0
285796,8 6 2022,8 6 2022,0
285886,8 6 2022,16 6 2022,8
285965,8 6 2022,30 6 2022,22
286263,8 6 2022,21 6 2022,13
286319,8 6 2022,14 6 2022,6
286336,8 6 2022,8 6 2022,0
286339,8 6 2022,9 6 2022,1
286421,8 6 2022,8 6 2022,0
286424,8 6 2022,14 6 2022,6
286469,8 6 2022,9 6 2022,1
286492,8 6 2022,13 6 2022,5
286862,8 6 2022,8 6 2022,0
286872,8 6 2022,9 6 2022,1
287669,9 6 2022,9 6 2022,0
287711,9 6 2022,19 10 2022,132
287737,9 6 2022,9 6 2022,0
287738,9 6 2022,10 6 2022,1
287739,9 6 2022,9 6 2022,0
287808,9 6 2022,9 6 2022,0
287855,9 6 2022,10 6 2022,1
288080,9 6 2022,9 6 2022,0
288306,9 6 2022,9 6 2022,0
288307,9 6 2022,9 6 2022,0
288340,9 6 2022,9 6 2022,0
288342,9 6 2022,10 6 2022,1
288410,9 6 2022,10 6 2022,1
288433,9 6 2022,1 12 2022,175
288515,9 6 2022,9 6 2022,0
288598,9 6 2022,9 6 2022,0
288600,9 6 2022,9 6 2022,0
288763,9 6 2022,9 6 2022,0
288793,9 6 2022,9 6 2022,0
288794,9 6 2022,10 6 2022,1
288795,9 6 2022,9 6 2022,0
288974,9 6 2022,10 6 2022,1
289150,9 6 2022,9 6 2022,0
289217,9 6 2022,10 6 2022,1
289418,9 6 2022,9 6 2022,0
289502,9 6 2022,10 6 2022,1
289503,9 6 2022,9 6 2022,0
290000,9 6 2022,10 6 2022,1
290001,9 6 2022,10 6 2022,1
290565,10 6 2022,16 6 2022,6
290637,10 6 2022,10 6 2022,0
290692,10 6 2022,10 6 2022,0
290693,10 6 2022,10 6 2022,0
290738,9 6 2022,10 6 2022,1
290759,10 6 2022,10 6 2022,0
290994,10 6 2022,10 6 2022,0
291157,10 6 2022,10 6 2022,0
291158,10 6 2022,10 6 2022,0
291210,10 6 2022,10 6 2022,0
291211,10 6 2022,10 6 2022,0
291358,10 6 2022,10 6 2022,0
291361,10 6 2022,15 6 2022,5
291364,9 6 2022,9 6 2022,0
291389,10 6 2022,10 6 2022,0
291465,10 6 2022,10 6 2022,0
291466,10 6 2022,10 6 2022,0
291695,10 6 2022,29 6 2022,19
291795,10 6 2022,10 6 2022,0
291935,10 6 2022,10 6 2022,0
293084,11 6 2022,11 6 2022,0
293113,11 6 2022,11 6 2022,0
293179,11 6 2022,19 10 2022,130
293207,11 6 2022,11 6 2022,0
293395,11 6 2022,12 6 2022,1
293599,11 6 2022,11 6 2022,0
293618,11 6 2022,11 6 2022,0
293716,11 6 2022,12 6 2022,1
294164,12 6 2022,12 6 2022,0
294166,12 6 2022,27 6 2022,15
294208,12 6 2022,21 6 2022,9
294209,12 6 2022,12 6 2022,0
294230,12 6 2022,12 6 2022,0
294261,12 6 2022,12 6 2022,0
294352,12 6 2022,12 6 2022,0
294370,12 6 2022,13 6 2022,1
294487,12 6 2022,14 6 2022,2
294602,12 6 2022,13 6 2022,1
294662,12 6 2022,13 6 2022,1
295069,12 6 2022,13 6 2022,1
295365,13 6 2022,13 6 2022,0
295432,13 6 2022,13 6 2022,0
295438,13 6 2022,13 6 2022,0
295543,13 6 2022,13 6 2022,0
295555,13 6 2022,13 6 2022,0
295722,13 6 2022,13 6 2022,0
295723,13 6 2022,13 6 2022,0
295792,13 6 2022,14 6 2022,1
296043,13 6 2022,13 6 2022,0
296132,13 6 2022,13 6 2022,0
296133,13 6 2022,14 6 2022,1
296134,13 6 2022,13 6 2022,0
296194,13 6 2022,14 6 2022,1
296279,12 6 2022,14 6 2022,2
296282,13 6 2022,24 6 2022,11
296376,12 6 2022,14 6 2022,2
296717,13 6 2022,13 6 2022,0
296721,13 6 2022,13 6 2022,0
296756,13 6 2022,14 6 2022,1
296835,13 6 2022,14 6 2022,1
296840,13 6 2022,14 6 2022,1
296913,13 6 2022,14 6 2022,1
